2 1.869607 
3 2.755756 
4 3.657615 
5 4.497090 
6 5.299070 
7 6.155983 
8 7.010281 
9 7.747889 
10 8.536762 
11 9.223627 
12 9.989854 
13 10.853774 
14 11.502274 
15 12.103746 
16 12.870254 
17 13.515537 
18 14.467738 
19 15.197809 
20 16.025783 
21 16.625966 
22 17.245646 
23 17.898943 
24 19.266070 
25 19.729139 
26 20.439114 
27 21.325990 
28 22.059958 
29 22.729479 
30 23.543166 
31 23.694568 
32 24.975070 
33 25.015015 
34 25.717042 
35 27.771597 
36 27.426072 
37 27.907447 
38 28.225036 
39 29.225680 
40 29.930679 
41 30.526780 
42 31.047006 
43 31.636990 
44 32.125910 
45 33.134764 
46 33.894843 
47 35.169257 
48 35.763918 
49 35.509282 
50 35.030472 
51 35.896813 
52 36.654524 
53 37.654029 
54 37.769080 
55 39.415662 
56 39.957508 
57 41.407564 
58 39.095292 
59 40.714627 
60 44.116106 
61 41.829437 
62 41.182829 
63 43.525642 
64 44.944873 
