2 1.737459 
3 2.411392 
4 3.406130 
5 4.016566 
6 4.590361 
7 5.158607 
8 5.602941 
9 5.926667 
10 8.439873 
11 9.010135 
12 9.841328 
13 12.122727 
14 13.073529 
15 13.268657 
16 13.676923 
17 14.573770 
18 15.067797 
19 17.431373 
20 17.899329 
21 18.914894 
22 20.515385 
23 25.644231 
24 28.073684 
25 34.636364 
26 41.030769 
27 52.294118 
28 57.978261 
29 59.266667 
30 42.333333 
31 62.023256 
32 56.744681 
33 56.744681 
34 50.320755 
35 54.428571 
36 48.490909 
37 49.388889 
38 49.388889 
39 47.625000 
40 51.288462 
41 42.333333 
42 51.288462 
43 53.340000 
44 45.203390 
45 45.203390 
46 50.320755 
47 50.320755 
48 53.340000 
49 48.490909 
50 46.789474 
51 35.560000 
52 45.982759 
53 45.203390 
54 45.203390 
55 44.450000 
56 41.671875 
57 39.220588 
58 39.805970 
59 48.490909 
60 41.671875 
61 38.100000 
62 44.450000 
63 45.203390 
64 37.041667 
