2 1.829469 
3 2.629429 
4 3.689667 
5 4.551464 
6 5.281061 
7 6.138255 
8 6.867889 
9 7.720777 
10 8.222545 
11 8.992652 
12 9.993998 
13 10.819856 
14 11.448137 
15 12.437790 
16 13.628922 
17 14.256568 
18 14.637311 
19 15.593936 
20 15.706271 
21 17.111545 
22 17.437566 
23 18.515849 
24 19.753409 
25 20.393828 
26 22.111598 
27 22.292554 
28 23.413800 
29 25.118981 
30 24.791457 
31 26.678813 
32 26.422932 
33 27.786020 
34 28.990260 
35 29.914801 
36 30.022923 
37 30.632491 
38 30.401870 
39 30.669474 
40 31.874524 
41 31.908043 
42 34.373592 
43 35.785742 
44 34.458714 
45 33.627559 
46 36.239267 
47 37.661150 
48 37.465452 
49 36.711837 
50 37.403873 
51 40.446707 
52 38.525191 
53 40.924039 
54 42.449198 
55 40.117673 
56 43.033684 
57 42.856403 
58 46.916096 
59 45.259856 
60 46.129521 
61 49.555359 
62 46.765450 
63 44.190546 
64 45.105670 
