2 2.051619 
3 3.073903 
4 4.092279 
5 5.108099 
6 6.115803 
7 7.112456 
8 8.134425 
9 9.132729 
10 10.136797 
11 11.132580 
12 12.124668 
13 13.106652 
14 14.108364 
15 15.095901 
16 16.049588 
17 17.030039 
18 17.995811 
19 18.959678 
20 19.917011 
21 20.880217 
22 21.794012 
23 22.747677 
24 23.716528 
25 24.633727 
26 25.653223 
27 26.541942 
28 27.463433 
29 28.447517 
30 29.315272 
31 30.075767 
32 30.913798 
33 31.557140 
34 32.435349 
35 33.224716 
36 33.806526 
37 35.568055 
38 36.262640 
39 35.897280 
40 36.316732 
41 37.100745 
42 37.726756 
43 38.702994 
44 39.201539 
45 41.261087 
46 42.032803 
47 42.725358 
48 41.653265 
49 42.349633 
50 44.681281 
51 45.258081 
52 43.990564 
53 46.930178 
54 47.535958 
55 47.376649 
56 46.799872 
57 47.066266 
58 49.827629 
59 48.498672 
60 51.593360 
61 49.697664 
62 50.319669 
63 50.727399 
64 54.243595 
