2 1.993383 
3 2.993343 
4 3.993179 
5 4.975864 
6 5.975924 
7 6.949974 
8 7.944776 
9 8.883894 
10 9.919118 
11 10.822743 
12 11.858963 
13 12.836103 
14 13.827676 
15 14.794723 
16 15.753745 
17 16.750225 
18 17.697690 
19 18.700352 
20 19.658078 
21 20.593142 
22 21.634166 
23 22.595218 
24 23.434290 
25 24.514353 
26 25.404203 
27 26.249577 
28 27.200760 
29 28.382680 
30 29.252357 
31 30.026129 
32 31.089178 
33 32.025116 
34 32.821227 
35 33.621456 
36 34.233542 
37 34.881394 
38 36.288889 
39 36.922253 
40 37.814747 
41 38.574803 
42 39.274684 
43 40.164401 
44 41.104438 
45 42.013541 
46 43.033287 
47 43.638537 
48 44.292648 
49 44.901592 
50 45.683926 
51 45.875308 
52 47.153495 
53 48.366329 
54 49.471698 
55 49.616738 
56 50.808406 
57 50.989318 
58 52.000559 
59 52.204711 
60 53.433410 
61 53.602649 
62 54.385627 
63 56.208333 
64 56.395638 
