2 1.969281 
3 2.930485 
4 3.802328 
5 4.709504 
6 5.595155 
7 6.432688 
8 7.244785 
9 8.069791 
10 8.833310 
11 9.588072 
12 10.398950 
13 11.100233 
14 11.757105 
15 12.806081 
16 13.460738 
17 14.243458 
18 14.865607 
19 16.034625 
20 16.543322 
21 17.086921 
22 18.068718 
23 18.442837 
24 18.229730 
25 19.534313 
26 20.090870 
27 19.554832 
28 20.966550 
29 19.672620 
30 19.556886 
31 19.593937 
32 18.863309 
33 18.422761 
34 18.724804 
35 19.791835 
36 20.401315 
37 21.234402 
38 15.815309 
39 20.881884 
40 16.387500 
41 25.341955 
42 14.604378 
43 12.911777 
44 13.845158 
45 15.051908 
46 14.118156 
47 13.583510 
48 11.969524 
49 13.830758 
50 11.839354 
51 12.189759 
52 12.122290 
53 11.590213 
54 13.836926 
55 10.841652 
56 13.105385 
57 14.664199 
58 10.374610 
59 9.523327 
60 9.386004 
61 10.995983 
62 10.217453 
63 7.780090 
64 10.048688 
