2 1.907594 
3 2.796211 
4 3.677471 
5 4.282639 
6 4.851741 
7 5.451946 
8 7.043612 
9 7.605540 
10 8.063436 
11 8.508212 
12 9.919075 
13 11.326733 
14 11.798883 
15 12.306589 
16 12.728790 
17 13.263768 
18 13.646123 
19 13.887709 
20 14.450526 
21 14.666667 
22 14.962398 
23 15.219512 
24 15.626636 
25 17.366224 
26 17.554987 
27 17.667954 
28 18.414487 
29 19.013850 
30 19.738318 
31 20.428571 
32 20.831563 
33 21.267235 
34 23.750865 
35 23.895561 
36 25.142857 
37 25.901887 
38 29.490870 
39 30.204620 
40 32.377358 
41 32.960384 
42 33.605875 
43 34.579345 
44 36.078844 
45 37.002695 
46 38.080444 
47 39.791304 
48 39.791304 
49 40.796434 
50 41.789954 
51 43.169811 
52 43.650238 
53 43.650238 
54 45.532338 
55 45.683860 
56 45.083744 
57 47.916230 
58 45.532338 
59 47.666667 
60 47.832753 
61 48.854093 
62 47.916230 
63 50.377982 
64 41.600000 
