2 1.319277 
3 10.019608 
4 12.264000 
5 13.810811 
6 15.642857 
7 17.033333 
8 18.250000 
9 18.925926 
10 19.909091 
11 20.440000 
12 22.544118 
13 22.544118 
14 21.900000 
15 21.291667 
16 23.227273 
17 23.584615 
18 23.227273 
19 22.880597 
20 23.227273 
21 23.953125 
22 25.983051 
23 23.953125 
24 25.983051 
25 27.375000 
26 24.333333 
27 26.894737 
28 27.375000 
29 23.953125 
30 26.431034 
31 24.725806 
32 25.983051 
33 19.909091 
34 27.872727 
35 23.227273 
36 23.227273 
37 22.880597 
38 20.440000 
39 26.431034 
40 25.131148 
41 22.544118 
42 25.550000 
43 23.584615 
44 27.375000 
45 26.431034 
46 23.584615 
47 26.431034 
48 22.544118 
49 25.983051 
50 22.880597 
51 20.171053 
52 23.584615 
53 22.880597 
54 23.953125 
55 21.291667 
56 26.894737 
57 21.591549 
58 23.953125 
59 25.131148 
60 22.544118 
61 25.550000 
62 22.544118 
63 25.131148 
64 23.953125 
