2 1.970653 
3 2.951202 
4 3.946378 
5 4.911904 
6 5.923987 
7 6.910338 
8 7.908142 
9 8.883644 
10 9.850341 
11 10.868301 
12 11.783558 
13 12.769297 
14 13.845727 
15 14.851549 
16 15.862738 
17 16.828285 
18 17.856601 
19 18.892292 
20 19.735386 
21 20.825807 
22 21.831198 
23 22.909240 
24 23.339010 
25 24.909615 
26 25.840062 
27 27.178324 
28 28.183552 
29 29.175710 
30 30.266247 
31 31.128767 
32 32.052701 
33 33.043152 
34 33.863686 
35 34.394156 
36 35.340570 
37 36.265737 
38 36.988436 
39 37.898309 
40 38.669074 
41 39.436215 
42 40.255910 
43 40.970088 
44 41.668695 
45 42.583241 
46 43.298940 
47 44.149465 
48 44.128954 
49 45.771921 
50 46.532365 
51 47.269360 
52 48.103047 
53 47.175452 
54 49.462235 
55 49.888059 
56 50.481745 
57 50.789231 
58 51.768910 
59 52.328152 
60 52.145793 
61 53.386965 
62 53.870099 
63 54.669503 
64 55.230641 
