2 1.527006 
3 2.282099 
4 3.044244 
5 3.806360 
6 4.555977 
7 5.305917 
8 6.074828 
9 6.775835 
10 7.560922 
11 8.292813 
12 9.025540 
13 9.713217 
14 10.507433 
15 11.226583 
16 11.943588 
17 12.670973 
18 13.300401 
19 13.928706 
20 14.760749 
21 15.389369 
22 16.258796 
23 16.825136 
24 17.397647 
25 18.030763 
26 18.585073 
27 19.079397 
28 19.938187 
29 20.412402 
30 20.828169 
31 21.826067 
32 21.950674 
33 22.979202 
34 22.929866 
35 23.450110 
36 23.751421 
37 24.415037 
38 25.176008 
39 25.084029 
40 26.436194 
41 26.298769 
42 26.947575 
43 26.641353 
44 27.684908 
45 27.137775 
46 28.701702 
47 28.237955 
48 29.251978 
49 29.603326 
50 29.603326 
51 30.360708 
52 30.729540 
53 31.127591 
54 31.147764 
55 31.350946 
56 30.768886 
57 32.169344 
58 32.126337 
59 32.288210 
60 32.639049 
61 33.271720 
62 32.783765 
63 33.762557 
64 33.077082 
